video_id,start,end,text
wp6ulNwpLyk,93,103,Slow paced hip hop rap with male vocal layers and dubstep beats.
z9ASjQE6Q2Y,124,134,"A grandiose Arabian pop track with classical organs, slow-paced trap beats, some synth piano lines and a male vocalist in a middle eastern language."
rn_G6Pjg11U,96,106,"Hip-hop track with raw bass, clap pads, and sirens featuring a male rapper."
Saof6FWzU1Y,122,132,Reggae song mixed with electronic hip-hop music featuring afro vocals and trap beats. Overall the song creates a perfect festive vibe.
NTUcSno9MpI,120,130,"Hard rock song with vocals, distorted guitar riffs, pulsating drums and bass lines. The song has a lot of power in it."
BwZakUaSyzA,102,112,Contemporary Justin Bieber pop track that has been remixed to sound like an electro-pop dance number with chipmunk-style vocals.
w0NEPILUpZE,62,72,"An old Hindi song by a sweet and somber female artist, a piece from a classic romance Bollywood movie."
70FDqvmz6l0,110,120,Relaxed trap layers are placed over a laid-back rap song with gruff male vocals. Gives off a relaxed vibe.
q8aDyKHZLQ8,63,73,"Cheerful high energy rock music in unknown language followed by male vocal, guitar and drum ."
o-EC-lN8qWo,87,97,"Synthetic punk rock music with a male vocalist, synth layers, bass line, guitar riff and background rap."
3vIO-6aFnsc,113,123,A catchy hip-hop track in a foreign language with synth bass line and trap beats featuring a male rapper.
Swh-ED0T3BI,100,110,EDM track with a female and male vocalization uprising synth beats and punchy bass line.
EhMbUFx9wDU,67,77,"Very powerful female rap vocal with repetitive lyrics, ideal for rap battles."
KeJEQc4mLw0,111,121,"A riotous rap track featuring a male rapper, some synth layers, trap beats, and gothic piano."
2Ew-CsTY5d0,117,127,Very soulful enigmatic love ballad with charming male and female vocal and beautiful pop instrumentation.
ZkAdjXVhobU,91,101,High-paced pop hip-hop track with gripping male vocal rapping  with electronic synth layers and rhythmic pad beats. Ideal for parties.
CXvzyTzN9M0,89,99,Pop rock mind refreshing track after a hard day at work followed by female vocal and guitar.
NKjaczeu9oI,137,147,Soulful music with charming lady vocal and walls of vocal harmonies. Music is healing and groovy.
xDlIvEX_JKQ,111,121,Hip-hop vibing Pop track with attractive female vocal and synth layers. Expressing an emotional side of life.
etVU1sE3j98,72,82,Hip-hop vibing track sounds like a vernacular speech with synth lines and male vocals.
FjZctd6KJUo,134,144,"This instrumental is a compilation of multiple musical instruments featuring multiple guitars, bass guitar and drums. Very extravagant piece of music."
7UBjDpURHKM,150,160,A hip-hop track with spooky synth lines and trap beats to give the rapper some contrast.
BlmG_gvBy1c,129,139,"A light and exciting flow of sounds from this popular pop track by Pharell Williams, with claps, synth layers and backing vocals."
SUMZd2YOv7k,134,144,"Upbeat electronic dance music with gibberish lyrics, throbbing synth bass and and thumping drum beats, automatically makes the body move to the groove."
laE3qIITWWg,121,131,A harmonious hip-hop track with sweet piano ballad and trap beats and a female vocalist.
RznBXhR-GLs,85,95,"A RnB track with a male vocalization, and rap to soothing piano lines, trap beats and sharp bass line."
Xyj0zK8ikao,100,110,Male power vocals with amplifying guitar distortions and throbbing drums in a heavy metal act.
9cZa3FCP_2E,148,158,An aggressive death metal song perfect for mosh pits with energizing male growling vocals.
3WQXyQCOQ2Q,110,120,"A jivey, overdriven rock 'n' roll song with muddy percussion. The voices are raspy and raw."
J36CyfNweW8,66,76,Rap track with acoustic guitar rhythm and other acoustic percussions layers and a raw male vocal.
-QRjC79Td20,99,109,"An RnB track with powerful and obvious synth bass, synth guitar lines, and groovy snare pads featuring a male rapper/singer."
SYPEkbJplbs,82,92,"Hip-hop track in a foreign language featuring a male rapper, some piano lines, trippy trap beats and fast-paced and mellow bass line."
nf2l0JXWYgY,145,155,"Laid back rap track with duel vocals, electronic layers, muddy bass and beats."
OkML1rq-bxI,56,66,"Hip-hop track with male rapping and backing vocals, electronic beats, and multiple synth layers. The track sounds very dark."
-L0JA8Mc5CU,113,123,"Very sympathetic hip hop music with emotional male rap vocal , synth and drum groove."
izs3T1y6WbI,121,131,Rhythmic pop track in a foreign language with synth lines and drums. The song has middle eastern vibe.
M1BB3iYx8S4,78,88,Dark sounding hip hop track with intense rap male vocal and synth.
CfPa1mqJLLY,91,101,Fun energetic music with pop instrumentation and charming male and female vocal.
iLFG2gNDVIM,138,148,"A piece of foreign soul music with a dainty flow of trumpets, synth echo lines, soft beats and off-tuned male vocals."
tGzWTB_ec_M,83,93,Dark hip-hop track with a haunting vibe featuring grungy male rapping vocals over epic beats.
4wP2JXn3qYI,129,139,"An off-tune pop track with a female artist, some synth, piano, bass line and trap beats."
PvbwpmWURNs,96,106,Arabic rap with an ambient synth string section and throbbing synth bass lines. The rapid Arabic rapping seems enthusiastic and sincere.
abGtp9Y2AB8,112,122,"A groove section of guitar lines and riffs, bass and dynamic drumming."
TKP4RhPsS-o,132,142,World music festive groovy jivey drum beat and impactful female vocal.
WfuaK3AWo4A,111,121,"Melodious pop track with a processed male vocal, synth layers and electronic pad beats. Ideal for listening on loop while traveling."
E_36gm8ZVBw,119,129,A cheery guitar-bass-drum arrangement with vibrant male vocals over it. A bouncy pop-rock song.
Axn1Hx-RU1w,117,127,"Punk rock high energetic track with powerful male vocal, guitar and drums."
CLADd5uxGL0,211,221,Spooky horror cinematic background music with thrilling effects.
Ox6TFBJi8r8,157,167,Funky hip hop song with electronic trap beats and male lead vocals setting a mood for clubbing.
k8u8xVGZNcE,123,133,Peppy contemporary pop song in a foreign language sung by a melodious female vocalist over deep bass drops and other synth layers.
t3OVKVwQsBs,103,113,A contemporary slow ballad that sounds like a scene from a movie with female dialog and this instrumental in the background.
Z6F79aChQLU,119,129,Funky bass and guitar rhythms accompany the grungy male vocals on this upbeat piece. Has an air of swing-dancing.
bR7kMnu-heM,132,142,"Dance pop mind refreshing music followed by rap male vocal, mellow backing vocal, synth and drum."
4N33ccQvIlQ,101,111,Pop track with male vocals with electronic elements making it a club number.
lrlOXq25FVc,144,154,"A piece of tropical music that is both rejuvenating and relaxing to listen to, with contemporary musical instruments. Perfect family get-together music."
bhzTQsrXG9g,97,107,A fast-paced hip-hop track with sublime synth layers and dubstep beats featuring a male rapper and backup rap.
mMGxf-PLcFA,117,127,Soft enigmatic chorus gorgeous lady vocal with peppy urban pop instrumentation.
b4Gf6zSG-K0,119,129,"Alternative track with lively male vocals, over driven guitar riffs and drum patterns with a positive vibe."
3kRfZAaiHpI,112,122,Tech trance music with drum and synth sound. Ideal for easy listening and driving.
IZwYMVj81xs,120,130,"Trippy happy feel hip hop music with rap male vocal, drum and subby bass."
IvF92-3HRKQ,108,118,Hip-hop rap track with punchy male vocals and busy synth bass lines. Sends out an overall street-dancing vibe.
8TGVlVe0UOE,78,88,"Deep trance music with a dancing vibe, hard synth layers, bass line, and high-pitched drum pads."
R75DdSrR-xc,99,109,"Upbeat rock track with thumping bass, guitar solo, pads and female vocals. Ideal for dancing."
Kv--yA_Fqjk,121,131,"Soft soulful pop music with lyrical male vocal, wall of vocal harmonies and drum beat."
IoempHaHqhI,93,103,Soft lo fi mid tempo music with chill male vocal and catchy drum beats.
lVflX8kJ0zU,97,107,Techno EDM music with autotuned female vocals and multiple synth layers. Perfect dance party song.
SQnuG4pqCok,96,106,"A saturated hip-hop track with female rap and piano ballad, mixed with trap beats and synth lines."
kqd2CpV9aGQ,118,128,"Male vocals, distorted guitar riffs, a bass line, and hard-hitting percussion are all featured in this upbeat Hard Rock composition."
d-dsw5z3OJo,107,117,"Soft soulful love ballad style music with beautiful male vocal, guitar, drum and bass."
aR9usCpXV-g,67,77,"An exhilarating instrumental with orchestral transitioning and soundtracks. Giving an uplifting feeling, like a scene from an action movie."
Usk0dGdMI48,110,120,"A piece of soft rock music with a mix of guitar, horn instruments, drums, bass and a foreign male singer."
1gl4s_0xl8I,187,197,"Muffled rappers with a hip-hop track in an unknown language, consisting of hip-hop beats, synth."
7qt5AZlAc2I,102,112,"Gangster feel underground dark trippy hip hop music with rap male vocal, synth and drums."
G8q6rHrkaSc,132,142,"An electronic hip-hop track with synth lines, and reverb vocals in a foreign language."
W-cnwc53aPI,108,118,"A piece of Latin rock featuring a male vocalist with some guitar grunge, drum cymbals, bass guitar. Sounds like a live recording."
rOjv4jEMg3o,80,90,"A very popular pop track from the early 2000s by a young and rising pop star at the time, Justin Beiber featuring Usher.  A song called Somebody to love. Famous among the younger generation."
TrK-QsV0BBs,79,89,Male vocals are over mixed percussions in this beach party song.
iG6HWvjgMVo,115,125,A light-hearted pop song with soothing female vocals over acoustic guitar rhythm and percussions.
q5lYMnjCkUE,147,157,"A chill tropical track with fast-paced snare pads, multiple male vocals and synth piano."
5-qw1VrN0Vg,99,109,"A lyrical hip-hop track, featuring a comical rap by a male artist with synth beats, drums pads and secondary rapper that gives off a rap battle stance."
UCdX5FgEgCo,98,108,"A foreign indie rock piece that is deeply harmonized and natural with the male vocals, acoustic guitar riff, bass guitar and drum pads."
rP5Or_mxSmU,108,118,"A foreign pop track with a chorus transition featuring a male artist, with a guitar riff, distinct drums and soft echo effect."
drCE3y7b-D8,116,126,"Pop song with female vocals in a foreign language with synth, guitars and percussions. The song has a lounge feel."
q5yzNaeByLU,85,95,A high on life music with male vocals with synth sounds and drums.
ZdFOAHokSR8,169,179,"A hip hop track having male vocals with rap elements over guitars, piano having a lot of acoustics."
M40jZTk9Xzg,106,116,Hard rock instrumental track with heavy drumming and aggressive distorted guitar playing. A perfect crowd surfing track.
ahEPsEP3KGM,112,122,"Funky track with hip-hop beats, rap male vocals and a looping synth."
a8LbqunVfUM,71,81,Trailer audio to a movie called Straight outta Compton. It portrays the lives of a famous gangster rap group called NWA. This audio has a short variant of the actual song called Straight outta Compton.
2OGyA-CrxTw,89,99,Upbeat pop track with female vocals and backing male chorus over synth lines and percussions.
Xu5Tlzisgyc,125,135,"A mixture of blues, contemporary soul music, and reggae beats featuring a male artist. Very seductive and sensual."
NO-9njLIY3M,67,77,"A generic hip-hop track with a male rapper, reverb piano lines, deep double bass, snare pads and giving an old school rap song kind of a vibe."
zia5_1mV6zQ,109,119,"Hip-hop rap track with male vocals, accompanies by synth bass and beats. Produces a trippy effect of sound."
ZzUdrL7XLY8,105,115,"Alternative hip-hop song with a main male vocalist, a chorus, and a perfectly synchronized beatboxing layer. It creates the ideal atmosphere for relaxing."
Yhl0Y8UvH_4,84,94,"A very desaturated Japanese pop track with a synthesizer keyboard, drum pads, bass line and a frantic male vocals."
UuZHpZng6k8,90,100,"Mid tempo positive feeling urban pop music with gorgeous female vocal, synth, drums and bass."
BUvyq8pnVoc,90,100,Murky hip-hop track with powerful rapping and sharp trap beats and thumping bass drops.
G60L2Iq8sVU,103,113,"Pop track with sharp soothing female vocals, a chorus section, electric guitar, acoustic guitar rhythm, drum beats and beautiful backing synth layers. The track is appropriate for listening on solo driving."
LNUslklpeyE,136,146,Electronic pop music with hip hop beats and female vocals creating an energetic vibe.
BQVg0ditq3I,125,135,"Pop rock music with charming male vocal, guitar , drum and bass."
Webk6kI-7YU,244,254,Progressive house music with subby bass and synth. Perfect for DJ .
xedv_pJ3SYo,114,124,"Pop rock track featuring female vocals, synth, guitars and drums. The song is full with energy."
svtEIrYfzZc,126,136,"Neo soul R n B music with relaxing chill guitar, rap male vocal, synth, drum and bass."
3A75O7i7n6w,180,190,Sentimental mellow sounding instrumental piano music which is ideal for meditating.
Tz59ZIH4jrQ,107,117,"Female vocals led pop track with synth, guitars and drums. The song has a motivating spirit."
ts69dueaLZQ,67,77,"A profane hip-hop track that feels rebellious in nature, a piano ballad, trap beats, and a reverb back up rap."
pbsaLCEORFo,129,139,Rhythmic hip-hop track with rapping male vocals and electronic layers. Conveys understanding from love.
zqNs7mfQ3TQ,131,141,"Alternative pop track in foreign language featuring male vocal, synth layer, electronic pads and percussion . Has a clubbing vibe."
IPtG1IeG6Sg,98,108,"Free style male rap song with backing chorus, trap beats and electronic music."
XGtg9UsI9B8,117,127,"Hip-hop music with strong male rap lyrics, synthesiser, and a catchy bass rhythm."
fq-9UtwGr8I,91,101,"Alternative punk rock music with energetic male vocal, distorted guitar, drum and bass."
j8yiRipLS2Y,105,115,Soft soothing pop music with laid back drum beat and male vocal.
6qSxRA_V_MQ,115,125,Trap sounds and techno music in a hip hop track with rhythmic rapping.
7nAwIptUWxQ,123,133,"Alternative rock track followed by intense male vocal, guitar, drum and bass. Ideal while driving."
HgjAN2ezyKI,127,137,"Grunge-rock track with coarse male vocals, keyboards and distorted electric guitar riffs."
6-sCqUBrjpY,137,147,"Pop leaned rock track with male lead vocal, a chorus section, electric guitar lining, bass and acoustic drum beats. The track has an orchestral soundscape."
Fsk3irwOjSk,123,133,"Alternative passionate rock track with male vocal, a harmonic vocal, electric guitar driving, bass and drum beats. Producing a rich and natural sound."
_c8UzHjDZn8,119,129,A hip-tropical pop track that gives off a groovy vibe with all the traditional instruments and trumpets and horn instruments. with snare pads and synth.
yGfmWVbXfdM,83,93,"An electronic indie rock track with electronic beats, soft guitar shredding, bass line, acoustic drums and peppy male vocalists."
ojfGMn8MggE,96,106,EDM music with catchy hip hop beats and intense male rap vocal.
t4t54Wm8_jo,133,143,"Radical rap song with various synth layers, slow piano, and distinct bass line with snare pads in the mix."
FiHA1nsQb8k,83,93,"Journey themed sentimental cinematic mellow orchestral music with violin, viola."
6Qyr_SONXG0,111,121,"African dance music with a happy and festive theme. Afro male voices, synthesized elements, percussion, and bass make up the music."
oGLAB9r39mQ,129,139,"A high energy rock music with male vocals, lead guitars, drums and bass."
9qFTWITea1Y,168,178,"Up-tempo pop track with male vocals, accompanied by rhythmic acoustic beats. Give a vibe of enjoyment."
iP-67OmihU4,157,167,"Funk pop music with jive drum beat, groovy bass line and mellow male vocal."
DG3gyywsP-0,113,123,Up-tempo electro-pop song with lively male vocals over synth trap beats and thumping bass.
-jb60MD0FGA,244,254,An EDM mix of sounds and effects that is preferably ideal for a Rave party.
PdlUXOQt26Q,62,72,"Very depressing rock music with shrill male vocal, guitar , drum and bass."
MNS-Ho5tWo0,128,138,"Stimulating rap music with electronic synth lines, drum pads, and trippy bass line."
D9amV2R3fD0,123,133,A lively modern pop song with a drum-bass-guitar backing beat and vivacious female vocals.
Dc7HVFXsE44,102,112,"Rock track with male vocals, synth, guitars and drums. The song has a happy vibe."
MTQU2bUD230,127,137,"Soft pop track with male vocals, synth lines and electronic beats. The track has a heartful sound."
bz-suknnNyU,107,117,Soft enigmatic pop music with soulful female vocal and acoustic guitar.
GKJGo1w283U,79,89,"Pop track with a female vocals, some horn instruments, synth lines and trippy drum pads."
yuScaGb1nqo,114,124,A swinging hip hop track with male rap elements and vocals. The synth layers add to the feel.
1A5nUta54wM,147,157,"A famous pop track from the early 2000s by Nelly called Just a dream. This song has a sharp bass line, piano, and electronic synth lines."
VBriA6qW74Q,83,93,A party groove over electronic beats and percussions with male and female vocals.
8vbTkNncolY,102,112,"Very soft foxtrot music with soulful male vocal, drum beat and piano."
_u1Z42ikPeQ,121,131,"Soft sounding rock music with passionate male vocal, drum, guitar and bass."
qjYWzS84Fy4,146,156,A workout track by a male singer over electronic trap beats.
6j44GPlYRrU,194,204,"Uplifting rock track with a firm male vocal, electric guitar, acoustic guitar rhythm, bass and drum rolls. The track has a compact and lively feeling."
IbesMmTwzok,98,108,"Rock ballad with intense drum beats, dramatic guitar riffs, and foreign language male vocals. Excellent music for head-banging in a crowd."
t_gvlGHvdTM,145,155,"Hip-hop rapping and tropical music combined in a calming way. Includes keyboards, synthesizer lines, and a dynamic bass line. Performed by a male singer."
2Tp2w20gH_g,134,144,"Remix pop track with male vocals, accompanied by modulated vocals in backgrounds with synth layers and rhythmic pad beats. Apt for playing at dance floors."
v1yO_FviAZM,111,121,"Pop relaxing music with passionate female vocals, drum,guitar and bass."
9E8mdItPSww,116,126,"Gangster feel underground hip hop music with male rap vocal , drum and synth."
9jSrqANAY1Q,78,88,"High energetic alternative fresh sounding rock music with catchy melodic male vocal, guitar, drums and bass."
NwbfV9nv6jQ,160,170,"Hard rock music with male lead vocal, guitar riff and power drumming. Music express an experience of rage ."
A6maZWmEqpc,99,109,Groovy hip hop track with male vocals with a funky rhythm setting a lounge mood.
LVd2mPyb6Xg,87,97,Hip-hop track with strong male vocals and electronic music that seems to be rebellious.
XSdyPW2tSoo,124,134,Male vocals on an upbeat hip hop track with techno beats and elements.
fKEXYFEYsGU,122,132,"Very intense pop music with passionate male vocal, guitar , drum and bass."
oi3Gv1udO5Y,85,95,"Alternative rock track featuring a male artist, with a rough and satisfying guitar riff, drums, and an uplifting bass line."
OhM6mtjK914,152,162,A classical lyrical ballad by a female artist with an orchestra in the background.
tNfVevspC6s,119,129,"A rich sounding pop rock song with telephone male vocals, electric guitars, and percussion."
Hi66Z6u-Emc,126,136,"Alternative Pop music with hip hop beats and male vocals accompanied by modulated vocals, creating an energetic vibe. Has a lounge mood."
woLyRzKnZb0,92,102,"Sounds like music or soundscape produced for a TV advertisement. Bell sound, horn effects, dialogues everything has an ornamented side in a story."
-nbEf3xY3Ic,173,183,Rock track with a heavy bass guitar riff and high-drive guitars along with passionate male vocals.
KLMGBC2ZItE,137,147,Carnival style dance track with electronic beats over various instrumentations.
op2MRQslpts,119,129,"High spirited track with male vocals over electronic lines, synth, and drums."
rrAOL0YgxI4,162,172,"Dark trippy R n B music laid back vocal , synth and loopy drum beat."
QHyNHnrZkG0,82,92,A boom rap song with male vocals over electronic elements for a freestyle rap battle.
OI_nRAONRHw,144,154,American hip hop track featuring a male rapper over electronic synth lines and drum elements.
DnWiI7aumqI,79,89,"Trippy  ]R n B music with robotic male vocal, rap male vocal, distinct synth sounds, drum and bass."
g7YMRqY1fEY,114,124,Male hip-hop lyrics that is upbeat and with electronic bass creates a cool atmosphere.
-coqMWy8vbs,108,118,"A trippy hip-hop track featuring a male artist in an unknown language, with synth reverb layers, bells, and trap beats."
WBtFWT5KQsc,77,87,"Hip-hop track with impactful male rapping over a string orchestra layer and multiple synth layers. Has a dark, grungy vibe to it."
oprv-uXtVhY,73,83,"Trippy rap battle hip hop music with male rap vocal, synth, drum and bass."
RjnrP_z1VJs,142,152,Sweet sounding country music like John Denver followed by passionate male vocal and guitar.
cxqbOcdB7jY,112,122,High tempo R n B music in a foreign language accompanied by mellow male vocal and electro beat.
pPx6S3xmok8,95,105,"An aggressive hard rock track with power male vocals, distorted guitar riffs and heavy drumming patterns."
N3j4hlDqCQ8,77,87,"An enigmatic mix of electronic beats, claps, some distinct vocals sounds, lyrical vocals and snare pads to give this pop track a club feeling."
MKFTXK8NFVA,128,138,"Dark trippy hip hop music with protest poetry kind of rap male vocal, drum beat and synth sound."
falPDZ5xuMo,125,135,"Uptempo pop rap music ideal for easy listening accompanied by rap male vocal, synth and drums."
Hw_psuWM21g,79,89,Freestyling hip hop track with male rapping vocal accompanied by electronic layers.
F4ApnRDp-iY,148,158,"Frantic hip-hop track in a foreign language that has mellow guitar riff, drum kit and bass line."
V6wPY_y8gXo,153,163,Afro percussion and an intriguing male vocal are included in this reggae piece. Fantastic festive music.
OPYqLskTPPM,107,117,"World music with happy feel arrangement jivey female vocal, percussion and horns."
h2DNRmqtemw,236,246,"EDM pop music with baritone male rap vocal, drum and synth arpeggio lines."
Fbx-EBJ4DWE,99,109,"A modern romance pop track by a female artist, with a piano ballad, soft drum pads, and mellow bass line."
HtDtmkj_YR8,103,113,"High tempo progressive head banging music with impactful male vocal, guitar riff and drum beat."
onZlqNMDRYI,116,126,"Up-beat pop track with modulated male vocals, and supporting harmonized vocals in background accompanied by synth layer, and rhythmic pad beats. Ideal for live concerts."
4QdYbkX7tik,117,127,"Contemporary pop track with a synth organ line, straight-forward drumming and funky electric guitar rhythm. The male lead vocals seem to be really impassioned."
H03-Ybp1wq8,119,129,A moody reggae tropical song with a male vocalization in a foreign language singing in a confusing manner.
C0Q03bdSacE,121,131,Rebellious hip-hop track with electronic music and impactful male rapping along with synth effects.
BvVIkH44v8E,126,136,A laid back lounge EDM track with trap beats and male vocals.
_Y_UZf6STxA,68,78,Progressive track with a sliding electric guitar line that sounds almost de-tuned over an acoustic guitar rhythm. Also has  a husky male vocal layer.
9OqMfwjIP9Y,100,110,"An EDM track featuring a male artist, synth lines, bells, bass line and electronic synth layers. Ideal for a summer party."
QKp72atDwMA,136,146,"Rap track with hip hop like rhythmic beats, featuring male vocals. Sounds like a rap battle."
ctIUW7oAIEM,124,134,"Pop-leaned track with male and female vocals, bass, synth layer, acoustic guitar rhythm, drum beats and stunning electric guitar layers and driving. Has a romantic sense overall."
oHuKIUvwnhY,102,112,"Pop heartbreaking love ballad with soulful male vocal, drum, synth and guitar."
Nx0kh5Tw1DY,105,115,Mind relaxing soft singer songwriter music like Dylan with mellow male vocal and acoustic guitar.
hhz_KN5HG-Y,116,126,A romantic ballad in a foreign language featuring an impassioned male vocalist over a soothing guitar rhythm and light-handed drumming.
0pEz6GziaBU,119,129,Impactful rock track with synth layers and rhythmic drum beats. Touches the soul.
_vaNIQYnRuY,124,134,"Alternative foreign language rock track, with extensive guitar riffs, drum and strong male vocal. Can energise the listener."
7TFfrbvRERE,174,184,"Funky groovy music feels like a score of a chase scene with intense guitar, synth effect and electro drum beat."
U2ac0BSOZ7M,77,87,"A hardcore and energetic hip-hop track with multiple rappers in a foreign language, drum pads, synth layers and horns."
UH1hZbvOswI,67,77,"Light-hearted pop song with harmonious female vocals over a simple, straight-forward drum and bass layer."
a8OudAlgL9g,102,112,"Death metal song with energetic drums, harsh guitar riffs, and gritty male vocals."
eB4fxLpUmAM,99,109,Lively track with a sharp saxophone melody and indie percussions over a groovy bass line and piano line.
MVxaGjC3Dxw,134,144,"Hip-hop track with synth bass lines, trap beats, energetic male rap and reverb synth layers."
VO95a4jap88,100,110,"Very trippy hip hop music with fast paced rap male vocal, synth and drums."
_zVFfYfyyFg,103,113,High energy alternative rock music with passionate male vocal and guitar.
ns588Gm1VEk,115,125,"Uptempo dance music with jive drum groove, melody line played over a pluck instrument, bass and male vocal."
o2oKZKdFsG0,140,150,"Urban pop music with hip hop influence perfect for music played in the cafe with rap male vocal, drum beat and synth."
mRjuoAxTSoE,128,138,"Folk music with classical instruments, a violin, some string instruments, synth beats, and a foreign female singer. Setting the Arabian culture mood."
f6v57PthLy8,119,129,"A very popular rock song by Journey called Don't stop believing, famous in the late 1900s with grungy guitar effect, drums and rhythm guitar and mellow synth line. Still famous among young adults for singing along to the lyrics."
-aKUc2THTDg,115,125,Heavy metal track with energising male growling vocals that sound aggressive and are excellent for mosh pits.
kfVze6nHuJY,230,240,Very soft heart breaking music accompanied by soulful male vocal and piano.
fkRDOVoZiOc,144,154,"Hip-hop rap song with strong male vocals, massive bass drops, and other synthetic components. Outstanding for break dancing."
wHpaUlpJD2E,108,118,"Reggae music with chorus vocal, jive drum beat and groovy bass."
_lPxC9ViUIM,110,120,Electro freestyling rap song with intense male vocals over hard beats and samples.
FEBgQry5dSA,101,111,"An off-beat instrumental that sounds confusing and amateurish in nature. Mixed with various musical instruments like, off-beat drum pads, piano, male vocals and synth layers."
hYhuTaEfYq8,228,238,"Instrumental music with a prominent trumpet line, strings sections and mixed percussive sound effects over a rhythmic piano line. The track creates a funny atmosphere and sounds like a cartoon show bgm such as Tom & Jerry."
xBUz0XLE_Tk,127,137,"Soft fun hip hop music with laid back male rap vocal, drum beat and synth."
SuRwoGzFSNg,101,111,"Mid tempo hip hop music with catchy synth lead, trap beat and rap male vocal."
AAObw-o3QGk,68,78,"Trap music with male rap vocals, bass and beats . Excellent party music."
d7szlzAjpwc,160,170,A carnival-ish joyful track with peppy beats and syncopated percussions featuring a cheerful female vocalist and male vocal speech.
eAfORoDOF9M,137,147,A contemporary pop track with electronic synth layers tropical beats and female vocalization.
s6ZpswGUZnY,152,162,"An intoxicating hip-hop track with a piano ballad, multiple synth layers, church bells, deep bass with claps and a male rapper."
FLjQaq9W4IY,121,131,Soft enigmatic music with gorgeous female vocal and acoustic guitar.
aYv4lZ7R_5Q,109,119,"Electronic track with eerie vibing synth lines, bass, male and female vocals, has a trance mood."
-Mw_mV9xfC4,89,99,"Smooth soul music with a male vocalist in a foreign language. Coupled with bass guitar, guitar line up and drums."
SNmRNLZqOUI,106,116,"A progressive rock track with high-pitched male vocals, some punk rock drums, guitar riff, bass line and rhythm guitar in the mix."
lFBF4RuAbY0,110,120,"An Indian Bhangra style music with electronic elements, synth lines and percussive beats."
AzWFpmvjKPc,136,146,A hip-hop mix of rap and trap beats to an original soundtrack of a song by Robin Schulz called Sugar in a slow-paced tempo.
AfZc1I54j3o,98,108,"Alternative rock groovy music with powerful lyrical appealing male vocal, distorted guitar backing and bass."
EtnTzlmxa1s,65,75,Electro pop mind relaxing music with ambient pad and distant male vocals.
vuNEHnGzqRM,121,131,"Sweet sounding rock music with teenage rock vocalist, guitar and drums."
Kfn-SWixDQs,122,132,Soothing pop music with beautiful sounding male and female vocals countering each other in harmony.
Ak1BOe36ZFs,92,102,"Fresh and optimistic french pop track with female vocal, locking bass and various synth layers."
vSWpeDQmaOc,87,97,"Mid tempo chill lounge music with synth solo line, drum and wooble bass."
JMTd9aDW7jw,80,90,"Hip hop electronic track with male vocal loops, layers of synth effects, intense bass and beats for blowing party woofers."
yWnDoTZ_khQ,94,104,A melodious hip-hop track with autotuned male vocals over thumping synth bass and trippy trap layers.
cD1hXEICYLY,100,110,A contemporary pop song with fresh male lead vocals along with a soothing acapella arrangement. Every layer of this track are done with voices.
YUxV3F-O5hQ,77,87,"Soft R n B music with beautiful sounding rap male vocal, synth and subby bass."
zwyzVsKoIhI,124,134,"Swaggy hip-hop soundtrack with bass lines, synth, and male rapping that glides to the beat."
6eFXOPaOt6U,177,187,"Soothing pop track with light-hearted female vocals over an acoustic guitar rhythm, indie percussions and claps."
e8s0D0Nc27A,100,110,"R n B uptempo music with house synth tone, catchy drum beat and male rap vocal."
EgLuMQnnBKs,134,144,"A hard rock instrumental, with hard-beat drums, rhythm guitar, electric guitar shred, and fast-paced bass."
D9GOr1pcfr8,92,102,Hip hop track with rhythmic male rapping over trap music. The bass lines has spooky sound effects.
PenAa-fVA5g,100,110,"Urban pop music with robotic female voice, drum groove and synth."
Sd831lHH6aU,238,248,Very romantic soulful music with enigmatic female vocal and synth sounds.
A6KfTmuZVV8,86,96,Thrilling progressive rock music with a female vocalist and rap to some guitar grunge and drums.
tD_Ftg5dafY,134,144,A male vocalist raps melodiously on this groovy hip-hop track. has a laid-back ambiance.
EgD9BH8agv8,137,147,"Soothing pop track with male vocals, synth and drums in an ambient pad."
bq9YnGKY90M,89,99,"A punk rock track with distorted male vocals, guitar riff, fast-paced drums, and a bass line."
9BxHVzslsQ0,93,103,"A very refined electronic trance music with electronic synth layers, drum cymbals, and multiple female vocals."
jIs-jpB5yIM,154,164,"A dramatic and emotional feel to this soft rock music that is in a foreign language featuring a male singer, loud drums, electric guitar, synth piano and bass line."
boDPxA_7rr8,95,105,"High energy punk rebel rock music with powerful male vocal, guitar distinct riff and drum."
KaVXWqysgWc,161,171,"Hip-hop track featuring powerful bass, some piano ballad and male rappers in an unknown language."
pSfnPyZOhvc,134,144,"EDM rave party, late night pub music followed by synth tone, female vocal and drum beat."
xvsh9U4ai30,119,129,Party EDM pop track with high energy female vocal and synth lead.
dOHfy_kdvfY,125,135,"Distorted electro beats,  almost inaudible female vocals and muffled-up bass and drums layers make up this high-energy pop track."
EnvQ3jP3kWI,125,135,"Flowing EDM lounge music with rap male vocals, percussion, and electronica."
cxEQgv4ZdiI,144,154,Hip-hop track with strong male vocals and electronic music that is rebellious. Daddy Yankee-like in tone and style.
I9RThvt1mYI,156,166,"Alternative dark sounding rock music with male vocal, distorted guitar and bass."
XNjdsmCFlMU,122,132,Hip hop track with male rap vocal over electronic layers and freestyling beats.
bV2DE_dsz1I,158,168,"Trance track with high-tempo male vocals, some trap beats, bells, and a piano ballad."
